x,bps
1.000000,0.000000
1.002290,0.000000
1.004579,0.000000
1.006583,0.000000
1.008586,0.000000
1.011162,0.000000
1.013738,0.000000
1.016314,0.000000
1.018890,0.000000
1.021466,0.000000
1.024042,0.000000
1.026618,0.000000
1.029194,0.000000
1.031770,0.000000
1.034346,0.000000
1.036922,0.000000
1.039497,0.000000
1.042073,0.000000
1.044649,0.000000
1.047225,0.000000
1.049801,0.000000
1.052377,0.000000
1.054953,0.000000
1.057529,0.000000
1.060105,0.000000
1.062681,0.000000
1.065257,0.000000
1.067833,0.000000
1.070409,0.000000
1.072984,0.000000
1.075560,0.000000
1.078136,0.000000
1.080712,0.000000
1.083288,0.000000
1.085864,0.000000
1.088440,0.000000
1.091016,0.000000
1.093592,0.000000
1.096168,0.000000
1.098744,0.000000
1.101320,0.000000
1.103896,0.000000
1.106471,0.000000
1.109047,0.000000
1.111623,0.000000
1.114199,0.000000
1.116775,0.000000
1.119351,0.000000
1.121927,0.000000
1.124503,0.000000
1.127079,0.000000
1.129655,0.000000
1.132231,0.000000
1.134807,0.000000
1.137383,0.000000
1.139958,0.000000
1.142534,0.000000
1.145110,0.000000
1.147686,0.000000
1.150262,0.000000
1.152838,0.000000
1.155414,0.000000
1.157990,0.000000
1.159707,0.000000
1.161424,0.000000
1.163142,0.000000
1.164859,0.000000
1.166576,0.000000
1.168294,0.000000
1.170011,0.000000
1.171728,0.000000
1.173445,0.000000
1.175163,0.000000
1.176880,0.000000
1.178597,0.000000
1.180315,0.000000
1.182032,0.000000
1.183749,0.000000
1.185466,0.000000
1.187184,0.000000
1.188901,0.000000
1.190618,0.000000
1.192336,0.000000
1.194053,0.000000
1.195770,0.000000
1.197487,0.000000
1.199205,0.000000
1.200922,0.000000
1.202639,0.000000
1.204356,0.000000
1.206074,0.000000
1.207791,0.000000
1.209508,0.000000
1.211226,0.000000
1.212943,0.000000
1.214660,0.000000
1.216377,0.000000
1.218095,0.000000
1.219812,0.000000
1.221529,0.000000
1.223247,0.000000
1.224964,0.000000
1.226681,0.000000
1.228398,0.000000
1.230116,0.000000
1.231833,0.000000
1.233550,0.000000
1.235268,0.000000
1.236985,0.000000
1.238702,0.000000
1.240419,0.000000
1.242137,0.000000
1.243854,0.000000
1.245571,0.000000
1.247289,0.000000
1.249006,0.000000
1.250723,0.000000
1.252440,0.000000
1.254158,0.000000
1.255875,0.000000
1.257592,0.000000
1.259309,0.000000
1.261027,0.000000
1.262744,0.000000
1.264461,0.000000
1.266179,0.000000
1.267896,0.000000
1.269613,0.000000
1.271330,0.000000
1.273048,0.000000
1.274765,0.000000
1.276482,0.000000
1.278200,0.000000
1.279917,0.000000
1.281634,0.000000
1.283351,0.000000
1.285069,0.000000
1.287645,0.000000
1.290221,0.000000
1.292796,0.000000
1.295372,0.000000
1.297948,0.000000
1.300524,0.000000
1.303100,0.000000
1.305676,0.000000
1.309111,0.000000
1.312545,0.000000
1.315121,0.000000
1.317697,0.000000
1.320273,0.000000
1.322849,0.000000
1.325425,0.000000
1.328001,0.000000
1.330577,0.000000
1.333153,0.000000
1.335728,0.000000
1.338304,0.000000
1.340880,0.000000
1.343456,0.000000
1.346032,0.000000
1.348608,0.000000
1.350612,0.000000
1.352615,0.000000
1.354332,0.000000
1.356050,0.000000
1.357767,0.000000
1.359484,0.000000
1.361201,0.000000
1.362919,0.000000
1.364636,0.000000
1.366353,0.000000
1.368071,0.000000
1.369788,0.000000
1.371505,0.000000
1.373222,0.000000
1.374940,0.000000
1.376657,0.000000
1.378374,0.000000
1.380092,0.000000
1.381809,0.000000
1.383526,0.000000
1.385243,0.000000
1.386961,0.000000
1.388678,0.000000
1.390395,0.000000
1.392113,0.000000
1.393830,0.000000
1.395547,0.000000
1.397264,0.000000
1.398982,0.000000
1.400699,0.000000
1.402416,0.000000
1.404134,0.000000
1.405851,0.000000
1.407568,0.000000
1.409285,0.000000
1.411003,0.000000
1.412720,0.000000
1.414437,0.000000
1.416154,0.000000
1.417872,0.000000
1.419589,0.000000
1.421306,0.000000
1.423024,0.000000
1.424741,0.000000
1.426458,0.000000
1.428175,0.000000
1.429893,0.000000
1.431610,0.000000
1.433327,0.000000
1.435045,0.000000
1.436762,0.000000
1.438479,0.000000
1.440196,0.000000
1.441914,0.000000
1.443631,0.000000
1.445348,0.000000
1.447066,0.000000
1.448783,0.000000
1.450500,0.000000
1.452217,0.000000
1.453935,0.000000
1.455652,0.000000
1.457369,0.000000
1.459087,0.000000
1.460804,0.000000
1.462521,0.000000
1.464238,0.000000
1.465956,0.000000
1.467673,0.000000
1.469390,0.000000
1.471107,0.000000
1.472825,0.000000
1.474542,0.000000
1.476259,0.000000
1.477977,0.000000
1.479694,0.000000
1.481411,0.000000
1.483128,0.000000
1.484846,0.000000
1.486563,0.000000
1.488280,0.000000
1.489998,0.000000
1.491715,0.000000
1.493432,0.000000
1.495149,0.000000
1.496867,0.000000
1.498584,0.000000
1.500301,0.000001
1.502019,0.000001
1.503736,0.000001
1.505453,0.000001
1.507170,0.000001
1.508888,0.000001
1.510605,0.000001
1.512322,0.000001
1.514040,0.000001
1.515757,0.000001
1.517474,0.000001
1.519191,0.000001
1.520909,0.000001
1.522626,0.000001
1.524343,0.000001
1.526060,0.000001
1.527778,0.000001
1.529495,0.000001
1.531212,0.000001
1.532930,0.000001
1.534647,0.000001
1.536364,0.000001
1.538081,0.000001
1.539799,0.000001
1.541516,0.000001
1.543233,0.000001
1.544951,0.000001
1.546668,0.000001
1.548385,0.000001
1.550102,0.000001
1.551820,0.000001
1.553537,0.000001
1.555254,0.000001
1.556972,0.000001
1.558689,0.000001
1.560406,0.000001
1.562123,0.000001
1.563841,0.000001
1.565558,0.000001
1.567275,0.000001
1.568993,0.000001
1.570710,0.000001
1.572427,0.000001
1.574144,0.000001
1.575862,0.000001
1.577579,0.000001
1.579296,0.000001
1.581013,0.000001
1.582731,0.000001
1.584448,0.000001
1.586165,0.000001
1.587883,0.000001
1.589600,0.000001
1.591317,0.000001
1.593034,0.000001
1.594752,0.000002
1.596469,0.000002
1.598186,0.000002
1.599904,0.000002
1.601621,0.000002
1.603338,0.000002
1.605055,0.000002
1.606773,0.000002
1.608490,0.000002
1.610207,0.000002
1.611925,0.000002
1.613642,0.000002
1.615359,0.000002
1.617076,0.000002
1.618794,0.000002
1.620511,0.000002
1.622228,0.000002
1.623946,0.000002
1.625663,0.000002
1.627380,0.000002
1.629097,0.000002
1.630815,0.000002
1.632532,0.000002
1.634249,0.000002
1.635966,0.000002
1.637684,0.000002
1.639401,0.000002
1.641118,0.000002
1.642836,0.000003
1.644553,0.000003
1.646270,0.000003
1.647987,0.000003
1.649705,0.000003
1.651422,0.000003
1.653139,0.000003
1.654857,0.000003
1.656574,0.000003
1.658291,0.000003
1.660008,0.000003
1.661726,0.000003
1.663443,0.000003
