x,bps
0.010000,0.000254
0.010903,0.000302
0.011807,0.000354
0.013614,0.000470
0.017227,0.000753
0.022647,0.001301
0.030778,0.002402
0.038908,0.003838
0.047039,0.005608
0.055169,0.007711
0.063299,0.010148
0.071430,0.012917
0.079560,0.016018
0.087691,0.019450
0.095821,0.023211
0.103952,0.027301
0.112082,0.031718
0.120212,0.036462
0.128343,0.041530
0.136473,0.046922
0.144604,0.052635
0.152734,0.058669
0.160865,0.065021
0.168995,0.071690
0.177125,0.078673
0.185256,0.085970
0.193386,0.093576
0.201517,0.101492
0.209647,0.109713
0.217777,0.118238
0.225908,0.127064
0.234038,0.136189
0.242169,0.145611
0.250299,0.155325
0.258430,0.165331
0.266560,0.175624
0.274690,0.186201
0.282821,0.197061
0.290951,0.208199
0.299082,0.219613
0.307212,0.231298
0.315343,0.243253
0.323473,0.255472
0.331603,0.267954
0.339734,0.280693
0.347864,0.293687
0.355995,0.306932
0.364125,0.320424
0.372256,0.334159
0.380386,0.348133
0.388516,0.362342
0.396647,0.376782
0.404777,0.391449
0.412908,0.406338
0.421038,0.421446
0.429168,0.436767
0.437299,0.452298
0.445429,0.468034
0.453560,0.483971
0.461690,0.500103
0.469821,0.516426
0.477951,0.532936
0.486081,0.549628
0.494212,0.566496
0.502342,0.583537
0.510473,0.600745
0.518603,0.618114
0.526734,0.635641
0.534864,0.653320
0.542994,0.671146
0.551125,0.689113
0.559255,0.707217
0.567386,0.725452
0.575516,0.743813
0.583647,0.762295
0.591777,0.780892
0.599907,0.799600
0.608038,0.818411
0.616168,0.837322
0.624299,0.856327
0.632429,0.875419
0.640559,0.894594
0.648690,0.913846
0.656820,0.933170
0.664951,0.952559
0.673081,0.972008
0.681212,0.991512
0.689342,1.011065
0.697472,1.030661
0.705603,1.050294
0.713733,1.069960
0.721864,1.089651
0.729994,1.109363
0.738125,1.129089
0.746255,1.148824
0.754385,1.168563
0.762516,1.188299
0.770646,1.208026
0.778777,1.227740
0.786907,1.247434
0.795038,1.267102
0.803168,1.286740
0.811298,1.306340
0.819429,1.325898
0.827559,1.345408
0.835690,1.364864
0.843820,1.384260
0.851950,1.403592
0.860081,1.422852
0.868211,1.442037
0.876342,1.461139
0.884472,1.480154
0.892603,1.499076
0.900733,1.517900
0.908863,1.536620
0.916994,1.555231
0.925124,1.573728
0.933255,1.592105
0.941385,1.610357
0.949516,1.628478
0.957646,1.646464
0.965776,1.664309
0.973907,1.682009
0.982037,1.699557
0.990168,1.716950
0.998298,1.734183
1.006429,1.751250
1.014559,1.768146
1.022689,1.784867
1.030820,1.801409
1.038950,1.817766
1.047081,1.833934
1.055211,1.849909
1.063341,1.865685
1.071472,1.881260
1.079602,1.896628
1.087733,1.911785
1.095863,1.926727
1.103994,1.941450
1.112124,1.955951
1.120254,1.970225
1.128385,1.984268
1.136515,1.998078
1.144646,2.011649
1.152776,2.024979
1.160907,2.038065
1.169037,2.050902
1.177167,2.063488
1.185298,2.075820
1.193428,2.087894
1.201559,2.099707
1.209689,2.111258
1.217820,2.122542
1.225950,2.133558
1.234080,2.144302
1.242211,2.154773
1.250341,2.164968
1.258472,2.174885
1.266602,2.184522
1.274732,2.193877
1.282863,2.202947
1.290993,2.211732
1.300930,2.222078
1.310868,2.231993
1.323063,2.243566
1.335259,2.254481
1.347455,2.264733
1.359650,2.274320
1.371846,2.283240
1.384041,2.291490
1.396237,2.299070
1.408433,2.305979
