x,B,f,A0,Atheta,A0`, energy
0.010000,-100.002081,0.000000,-2.611986,-0.005000,0.000000,0.500000
0.012032,-100.001823,0.000000,-2.611986,-0.007239,0.000000,0.500000
0.014065,-100.000765,0.000000,-2.611986,-0.009891,0.000000,0.500000
0.016097,-100.000164,0.000000,-2.611986,-0.012955,0.000000,0.500000
0.018129,-100.000080,0.000000,-2.611986,-0.016433,0.000000,0.500000
0.020161,-100.000025,0.000000,-2.611986,-0.020324,0.000000,0.500000
0.022194,-100.000100,0.000000,-2.611986,-0.024628,0.000000,0.500000
0.025581,-100.000114,0.000000,-2.611986,-0.032719,0.000000,0.500000
0.028968,-100.000182,0.000000,-2.611986,-0.041957,0.000000,0.500000
0.034387,-100.000197,0.000000,-2.611986,-0.059124,0.000000,0.500000
0.039807,-100.000088,0.000000,-2.611986,-0.079228,0.000000,0.500000
0.045903,-100.000027,0.000000,-2.611986,-0.105356,0.000000,0.500000
0.052000,-100.000013,0.000000,-2.611986,-0.135201,0.000000,0.500000
0.058097,-100.000003,0.000000,-2.611986,-0.168763,0.000000,0.500000
0.064194,-100.000002,0.000000,-2.611986,-0.206042,0.000000,0.500000
0.070291,-100.000001,0.000000,-2.611986,-0.247039,0.000000,0.500000
0.076387,-100.000000,0.000001,-2.611986,-0.291752,0.000000,0.500000
0.082484,-100.000000,0.000001,-2.611986,-0.340182,0.000000,0.500000
0.088581,-100.000000,0.000002,-2.611986,-0.392330,0.000000,0.500000
0.094678,-100.000000,0.000004,-2.611986,-0.448194,0.000000,0.500000
0.100775,-100.000000,0.000007,-2.611986,-0.507776,0.000001,0.500001
0.106871,-100.000000,0.000013,-2.611986,-0.571075,0.000002,0.500003
0.112968,-100.000000,0.000022,-2.611986,-0.638091,0.000005,0.500007
0.119065,-100.000000,0.000036,-2.611986,-0.708824,0.000012,0.500016
0.125162,-100.000001,0.000058,-2.611986,-0.783274,0.000027,0.500036
0.131259,-100.000001,0.000089,-2.611985,-0.861441,0.000061,0.500078
0.137355,-100.000003,0.000136,-2.611985,-0.943325,0.000133,0.500162
