x,bps
0.010000,-0.000000
0.013614,-0.000000
0.017227,0.000000
0.019937,0.000000
0.022647,0.000000
0.025357,0.000000
0.028068,0.000000
0.031681,0.000000
0.035295,0.000000
0.040715,0.000000
0.046135,0.000000
0.054266,0.000000
0.062396,0.000000
0.070526,0.000000
0.078657,0.000000
0.086787,0.000000
0.094918,0.000000
0.103048,0.000000
0.111179,0.000000
0.119309,0.000000
0.127439,0.000000
0.135570,0.000000
0.143700,0.000000
0.151831,0.000000
0.159961,0.000000
0.168092,0.000000
0.176222,0.000000
0.184352,0.000000
0.192483,0.000000
0.200613,0.000000
0.208744,0.000000
0.216874,0.000000
0.225005,0.000000
0.233135,0.000000
0.241265,0.000000
0.249396,0.000000
0.257526,0.000000
0.265657,0.000000
0.273787,0.000000
0.281917,0.000000
0.290048,0.000000
0.298178,0.000001
0.306309,0.000001
0.314439,0.000001
0.322570,0.000001
0.330700,0.000001
0.338830,0.000001
0.346961,0.000002
0.355091,0.000002
0.363222,0.000003
0.371352,0.000003
0.379483,0.000004
0.387613,0.000004
0.395743,0.000005
0.403874,0.000006
0.412004,0.000007
0.420135,0.000008
0.428265,0.000010
0.436396,0.000011
0.444526,0.000013
0.452656,0.000015
0.460787,0.000017
0.468917,0.000019
0.477048,0.000022
0.485178,0.000025
0.493308,0.000029
0.501439,0.000033
0.509569,0.000037
0.517700,0.000042
0.525830,0.000048
0.533961,0.000054
0.542091,0.000061
0.550221,0.000068
0.558352,0.000077
0.566482,0.000086
0.574613,0.000096
0.582743,0.000107
0.590874,0.000119
0.599004,0.000133
0.607134,0.000148
0.615265,0.000164
0.623395,0.000181
0.631526,0.000201
0.639656,0.000222
0.647787,0.000245
0.655917,0.000269
0.664047,0.000296
0.672178,0.000326
0.680308,0.000357
0.688439,0.000392
0.696569,0.000429
0.704699,0.000469
0.712830,0.000513
0.720960,0.000560
0.729091,0.000610
0.737221,0.000665
0.745352,0.000723
0.753482,0.000786
0.761612,0.000854
0.769743,0.000926
0.777873,0.001004
0.786004,0.001087
0.794134,0.001176
0.802265,0.001271
0.810395,0.001373
0.818525,0.001482
0.826656,0.001598
0.834786,0.001721
0.842917,0.001853
0.851047,0.001993
0.859178,0.002143
0.867308,0.002301
0.875438,0.002470
0.883569,0.002649
0.891699,0.002839
0.899830,0.003040
0.907960,0.003253
0.916090,0.003479
0.924221,0.003719
0.932351,0.003972
0.940482,0.004239
0.948612,0.004522
0.956743,0.004820
0.964873,0.005135
0.973003,0.005468
0.981134,0.005818
0.989264,0.006187
0.997395,0.006576
1.005525,0.006985
1.013656,0.007416
1.021786,0.007868
1.029916,0.008344
1.038047,0.008844
1.046177,0.009369
1.054308,0.009919
1.062438,0.010497
1.070569,0.011102
1.078699,0.011737
1.086829,0.012402
1.094960,0.013098
1.103090,0.013827
1.111221,0.014589
1.119351,0.015386
1.127481,0.016219
1.135612,0.017089
1.143742,0.017998
1.151873,0.018946
1.159100,0.019824
1.166327,0.020736
1.171747,0.021442
1.177167,0.022169
1.182588,0.022915
1.188008,0.023682
1.193428,0.024471
1.198849,0.025281
1.204269,0.026113
1.209689,0.026967
1.215109,0.027845
1.220530,0.028746
1.225950,0.029671
1.231370,0.030620
1.236790,0.031595
1.242211,0.032595
1.247631,0.033620
1.253051,0.034672
1.258472,0.035751
1.263892,0.036858
1.269312,0.037992
1.274732,0.039155
1.280153,0.040347
1.285573,0.041569
1.290993,0.042820
1.296414,0.044102
1.301834,0.045416
1.307254,0.046761
1.312674,0.048139
1.318095,0.049549
1.323515,0.050993
1.328935,0.052472
1.334356,0.053984
1.339776,0.055532
1.345196,0.057116
1.350616,0.058737
1.356037,0.060394
1.361457,0.062089
1.366877,0.063823
1.372298,0.065595
1.377718,0.067407
1.383138,0.069259
1.388558,0.071152
1.393979,0.073087
1.399399,0.075063
1.404819,0.077083
1.410240,0.079145
1.415660,0.081252
1.421080,0.083404
1.426500,0.085601
1.431921,0.087844
1.437341,0.090134
1.442761,0.092471
1.448181,0.094856
1.453602,0.097290
1.459022,0.099774
1.464442,0.102308
1.469863,0.104892
1.475283,0.107528
1.480703,0.110217
1.486123,0.112958
1.491544,0.115753
1.496964,0.118603
1.502384,0.121507
1.507805,0.124468
1.513225,0.127484
1.518645,0.130559
1.524065,0.133691
1.529486,0.136881
1.534906,0.140131
1.537616,0.141779
1.540326,0.143441
1.543036,0.145119
1.545747,0.146812
1.548457,0.148521
1.551167,0.150245
1.553877,0.151984
1.556587,0.153739
1.559297,0.155510
1.562007,0.157297
1.564718,0.159100
1.567428,0.160918
1.570138,0.162753
1.572848,0.164604
1.575558,0.166472
1.578268,0.168355
1.580978,0.170255
1.583689,0.172172
1.586399,0.174105
1.589109,0.176056
1.591819,0.178022
1.594529,0.180006
1.597239,0.182007
1.599949,0.184025
1.602660,0.186060
1.605370,0.188113
1.608080,0.190182
1.610790,0.192270
1.613500,0.194375
1.616210,0.196497
1.618920,0.198637
1.621631,0.200795
1.624341,0.202971
1.627051,0.205165
1.629761,0.207377
1.632471,0.209607
1.635181,0.211856
1.637891,0.214122
1.640602,0.216408
1.643312,0.218711
1.646022,0.221034
1.648732,0.223375
1.651442,0.225735
1.654152,0.228114
1.656862,0.230511
1.659572,0.232928
1.662283,0.235364
1.664993,0.237819
1.667703,0.240294
1.670413,0.242788
1.673123,0.245301
1.675833,0.247834
1.678543,0.250386
1.681254,0.252959
1.683964,0.255551
1.686674,0.258163
1.689384,0.260795
1.692094,0.263447
1.694804,0.266120
1.697514,0.268812
1.700225,0.271525
1.702935,0.274259
1.705645,0.277013
1.708355,0.279787
1.711065,0.282582
1.713775,0.285398
1.716485,0.288235
1.719196,0.291093
1.721906,0.293971
1.724616,0.296871
1.727326,0.299792
1.730036,0.302734
1.732746,0.305697
1.735456,0.308682
1.738167,0.311689
1.740877,0.314716
1.743587,0.317766
1.746297,0.320837
1.749007,0.323930
1.751717,0.327045
1.754427,0.330182
1.757138,0.333340
1.759848,0.336521
1.762558,0.339724
1.765268,0.342949
1.767978,0.346197
1.770688,0.349467
1.773398,0.352759
1.776109,0.356074
1.778819,0.359412
1.781529,0.362772
1.784239,0.366155
1.786949,0.369561
1.789659,0.372989
1.792369,0.376441
1.795080,0.379915
1.797790,0.383413
1.800500,0.386934
1.803210,0.390478
1.805920,0.394045
1.808630,0.397636
1.811340,0.401250
