x,B,f,A0,Atheta,A0`, energy
0.010000,-10.000000,0.000000,-0.788182,-0.000500,0.000000,0.500000
0.011355,-10.000000,0.000000,-0.788182,-0.000645,0.000000,0.500000
0.012710,-10.000000,0.000000,-0.788182,-0.000808,0.000000,0.500000
0.014065,-10.000000,0.000000,-0.788182,-0.000989,0.000000,0.500000
0.015419,-10.000000,0.000000,-0.788182,-0.001189,0.000000,0.500000
0.016774,-10.000000,0.000000,-0.788182,-0.001407,0.000000,0.500000
0.018129,-10.000000,0.000000,-0.788182,-0.001643,0.000000,0.500000
0.019484,-10.000000,0.000000,-0.788182,-0.001898,0.000000,0.500000
0.020839,-10.000000,0.000000,-0.788182,-0.002171,0.000000,0.500000
0.023548,-10.000000,0.000000,-0.788182,-0.002773,0.000000,0.500000
0.026258,-10.000000,0.000000,-0.788182,-0.003447,0.000000,0.500000
0.030323,-10.000000,0.000000,-0.788182,-0.004597,0.000000,0.500000
0.034387,-10.000000,0.000000,-0.788182,-0.005912,0.000000,0.500000
0.038452,-10.000000,0.000000,-0.788182,-0.007393,0.000000,0.500000
0.042516,-10.000000,0.000001,-0.788182,-0.009038,0.000000,0.500000
0.046581,-10.000000,0.000001,-0.788182,-0.010849,0.000000,0.500000
0.050645,-10.000000,0.000001,-0.788182,-0.012825,0.000000,0.500000
0.054710,-10.000000,0.000002,-0.788182,-0.014966,0.000000,0.500000
0.058774,-10.000000,0.000003,-0.788182,-0.017272,0.000000,0.500000
0.062839,-10.000000,0.000004,-0.788182,-0.019744,0.000000,0.500000
0.066903,-10.000000,0.000005,-0.788182,-0.022380,0.000000,0.500000
0.070968,-10.000000,0.000007,-0.788182,-0.025182,0.000000,0.500000
0.075033,-10.000000,0.000009,-0.788182,-0.028149,0.000000,0.500001
0.079097,-10.000000,0.000012,-0.788182,-0.031282,0.000000,0.500001
0.083162,-10.000000,0.000016,-0.788182,-0.034579,0.000000,0.500002
0.087226,-10.000000,0.000020,-0.788182,-0.038042,0.000000,0.500003
0.091291,-10.000000,0.000025,-0.788182,-0.041670,0.000000,0.500004
0.095355,-10.000000,0.000031,-0.788182,-0.045463,0.000001,0.500005
0.099420,-10.000000,0.000038,-0.788182,-0.049421,0.000001,0.500007
0.103484,-10.000000,0.000046,-0.788182,-0.053545,0.000001,0.500010
0.107549,-10.000000,0.000056,-0.788182,-0.057834,0.000001,0.500013
0.111613,-10.000000,0.000067,-0.788182,-0.062288,0.000002,0.500018
0.115678,-10.000000,0.000080,-0.788182,-0.066907,0.000003,0.500023
0.119742,-10.000000,0.000095,-0.788182,-0.071691,0.000004,0.500031
0.123807,-10.000000,0.000112,-0.788182,-0.076641,0.000005,0.500040
0.127871,-10.000000,0.000131,-0.788182,-0.081756,0.000007,0.500051
0.131936,-10.000000,0.000153,-0.788182,-0.087036,0.000009,0.500065
0.136001,-10.000000,0.000178,-0.788182,-0.092481,0.000012,0.500083
0.140065,-10.000000,0.000205,-0.788182,-0.098091,0.000016,0.500104
0.145484,-10.000000,0.000248,-0.788182,-0.105829,0.000021,0.500139
0.150904,-10.000000,0.000296,-0.788182,-0.113860,0.000028,0.500185
0.154968,-10.000000,0.000338,-0.788182,-0.120076,0.000036,0.500227
0.159033,-10.000000,0.000383,-0.788181,-0.126457,0.000045,0.500277
0.163097,-10.000000,0.000434,-0.788181,-0.133004,0.000056,0.500336
0.167162,-9.999999,0.000489,-0.788181,-0.139716,0.000070,0.500406
0.171227,-9.999999,0.000550,-0.788181,-0.146593,0.000086,0.500488
0.175291,-9.999999,0.000616,-0.788180,-0.153635,0.000106,0.500584
0.179356,-9.999999,0.000689,-0.788180,-0.160842,0.000129,0.500695
0.183420,-9.999999,0.000769,-0.788179,-0.168215,0.000156,0.500824
0.187485,-9.999998,0.000855,-0.788179,-0.175752,0.000189,0.500974
0.191549,-9.999998,0.000949,-0.788178,-0.183455,0.000227,0.501145
0.195614,-9.999998,0.001050,-0.788177,-0.191324,0.000272,0.501342
0.199678,-9.999997,0.001160,-0.788175,-0.199357,0.000325,0.501566
0.203743,-9.999997,0.001279,-0.788174,-0.207556,0.000386,0.501822
0.207807,-9.999996,0.001407,-0.788172,-0.215919,0.000457,0.502113
0.211872,-9.999995,0.001544,-0.788170,-0.224448,0.000540,0.502441
0.215936,-9.999994,0.001692,-0.788168,-0.233143,0.000634,0.502812
0.220001,-9.999993,0.001850,-0.788165,-0.242002,0.000743,0.503230
0.224065,-9.999991,0.002020,-0.788162,-0.251027,0.000868,0.503699
0.228130,-9.999990,0.002202,-0.788158,-0.260216,0.001011,0.504223
0.232195,-9.999988,0.002396,-0.788154,-0.269571,0.001173,0.504809
0.236259,-9.999986,0.002603,-0.788149,-0.279092,0.001358,0.505462
0.240324,-9.999983,0.002823,-0.788143,-0.288777,0.001567,0.506188
0.244388,-9.999980,0.003058,-0.788136,-0.298628,0.001803,0.506992
0.248453,-9.999977,0.003307,-0.788128,-0.308643,0.002070,0.507882
0.252517,-9.999973,0.003571,-0.788119,-0.318824,0.002370,0.508864
0.256582,-9.999968,0.003851,-0.788109,-0.329171,0.002707,0.509946
0.260646,-9.999963,0.004148,-0.788097,-0.339682,0.003084,0.511136
0.264711,-9.999958,0.004462,-0.788084,-0.350359,0.003505,0.512441
0.268775,-9.999951,0.004794,-0.788069,-0.361201,0.003975,0.513869
0.272840,-9.999944,0.005144,-0.788051,-0.372208,0.004498,0.515431
0.276904,-9.999935,0.005513,-0.788032,-0.383380,0.005078,0.517134
0.280969,-9.999926,0.005902,-0.788010,-0.394717,0.005721,0.518988
0.285033,-9.999915,0.006312,-0.787985,-0.406220,0.006433,0.521004
0.289098,-9.999903,0.006742,-0.787958,-0.417887,0.007218,0.523191
0.293163,-9.999890,0.007195,-0.787927,-0.429720,0.008084,0.525559
0.297227,-9.999875,0.007669,-0.787892,-0.441719,0.009036,0.528121
0.301292,-9.999858,0.008167,-0.787853,-0.453882,0.010082,0.530887
0.305356,-9.999839,0.008689,-0.787810,-0.466210,0.011228,0.533868
0.309421,-9.999819,0.009235,-0.787762,-0.478704,0.012482,0.537077
0.313485,-9.999795,0.009807,-0.787709,-0.491363,0.013853,0.540526
0.317550,-9.999770,0.010404,-0.787649,-0.504187,0.015348,0.544226
0.321614,-9.999741,0.011028,-0.787584,-0.517176,0.016976,0.548191
0.325679,-9.999710,0.011680,-0.787511,-0.530331,0.018747,0.552433
0.329743,-9.999675,0.012359,-0.787431,-0.543650,0.020670,0.556966
0.333808,-9.999636,0.013067,-0.787343,-0.557135,0.022755,0.561803
0.337872,-9.999594,0.013805,-0.787246,-0.570785,0.025013,0.566956
0.341937,-9.999547,0.014572,-0.787140,-0.584600,0.027454,0.572440
0.346001,-9.999496,0.015371,-0.787023,-0.598580,0.030090,0.578268
0.350066,-9.999440,0.016201,-0.786895,-0.612725,0.032932,0.584453
0.354131,-9.999373,0.017063,-0.786756,-0.627035,0.036264,0.591010
0.358872,-9.999299,0.018111,-0.786576,-0.643939,0.039870,0.599148
0.363614,-9.999198,0.019204,-0.786377,-0.661068,0.044715,0.607830
0.369711,-9.999083,0.020679,-0.786091,-0.683421,0.050034,0.619830
0.375808,-9.998938,0.022234,-0.785767,-0.706145,0.056596,0.632811
0.381905,-9.998774,0.023870,-0.785401,-0.729240,0.063842,0.646818
0.388002,-9.998588,0.025591,-0.784989,-0.752707,0.071821,0.661893
0.394098,-9.998378,0.027398,-0.784526,-0.776545,0.080586,0.678077
0.400195,-9.998142,0.029293,-0.784006,-0.800754,0.090190,0.695408
0.406292,-9.997876,0.031279,-0.783426,-0.825334,0.100687,0.713924
0.412389,-9.997578,0.033357,-0.782779,-0.850285,0.112132,0.733658
0.418486,-9.997243,0.035529,-0.782059,-0.875607,0.124581,0.754641
0.424582,-9.996869,0.037796,-0.781259,-0.901300,0.138092,0.776900
0.430679,-9.996450,0.040162,-0.780375,-0.927363,0.152722,0.800459
0.436776,-9.995984,0.042626,-0.779397,-0.953796,0.168527,0.825338
0.442873,-9.995464,0.045191,-0.778320,-0.980600,0.185565,0.851553
0.448970,-9.994886,0.047859,-0.777135,-1.007774,0.203893,0.879113
0.455066,-9.994243,0.050630,-0.775834,-1.035318,0.223566,0.908026
0.461163,-9.993607,0.053506,-0.774408,-1.063231,0.242176,0.938290
0.465905,-9.992927,0.055817,-0.773209,-1.085197,0.261932,0.962762
0.470647,-9.992314,0.058192,-0.771924,-1.107386,0.278866,0.988043
0.474712,-9.991664,0.060279,-0.770753,-1.126582,0.296599,1.010354
0.478776,-9.991014,0.062415,-0.769513,-1.145943,0.313709,1.033249
0.482841,-9.990320,0.064599,-0.768203,-1.165467,0.331528,1.056722
0.486905,-9.989577,0.066832,-0.766818,-1.185156,0.350069,1.080765
0.490970,-9.988784,0.069114,-0.765357,-1.205007,0.369344,1.105369
0.495034,-9.987936,0.071445,-0.763816,-1.225022,0.389366,1.130524
0.499099,-9.987030,0.073825,-0.762192,-1.245200,0.410145,1.156216
0.503163,-9.986063,0.076254,-0.760482,-1.265541,0.431691,1.182434
0.507228,-9.985031,0.078733,-0.758683,-1.286046,0.454015,1.209163
0.511292,-9.983929,0.081261,-0.756791,-1.306713,0.477125,1.236386
0.515357,-9.982753,0.083840,-0.754804,-1.327542,0.501028,1.264088
0.519422,-9.981499,0.086467,-0.752718,-1.348534,0.525731,1.292250
0.523486,-9.980162,0.089145,-0.750530,-1.369688,0.551239,1.320852
0.527551,-9.978735,0.091873,-0.748237,-1.391004,0.577558,1.349873
0.531615,-9.977215,0.094650,-0.745835,-1.412482,0.604690,1.379291
0.535680,-9.975595,0.097477,-0.743321,-1.434121,0.632638,1.409083
0.539744,-9.973869,0.100353,-0.740692,-1.455921,0.661403,1.439224
0.543809,-9.972029,0.103279,-0.737945,-1.477883,0.690984,1.469689
0.547873,-9.970071,0.106255,-0.735075,-1.500004,0.721380,1.500450
0.551938,-9.967985,0.109279,-0.732081,-1.522286,0.752588,1.531479
0.556002,-9.965764,0.112353,-0.728958,-1.544728,0.784603,1.562748
0.560067,-9.963400,0.115476,-0.725703,-1.567329,0.817420,1.594226
0.564131,-9.960885,0.118647,-0.722313,-1.590090,0.851031,1.625881
0.568196,-9.958209,0.121867,-0.718785,-1.613008,0.885428,1.657682
0.572260,-9.955363,0.125135,-0.715115,-1.636085,0.920601,1.689596
0.576325,-9.952336,0.128451,-0.711301,-1.659320,0.956537,1.721587
0.580390,-9.949119,0.131815,-0.707339,-1.682712,0.993224,1.753622
0.584454,-9.945699,0.135226,-0.703227,-1.706260,1.030646,1.785665
0.588519,-9.942066,0.138684,-0.698961,-1.729965,1.068787,1.817680
0.592583,-9.938207,0.142188,-0.694539,-1.753824,1.107628,1.849629
0.596648,-9.934109,0.145739,-0.689957,-1.777838,1.147149,1.881475
0.600712,-9.929759,0.149335,-0.685213,-1.802006,1.187330,1.913180
0.604777,-9.925143,0.152976,-0.680305,-1.826328,1.228147,1.944706
0.608841,-9.920246,0.156662,-0.675230,-1.850801,1.269575,1.976013
0.612906,-9.915053,0.160393,-0.669985,-1.875426,1.311587,2.007063
0.616970,-9.909548,0.164167,-0.664568,-1.900201,1.354156,2.037817
