x,bps
0.010000,0.000000
0.012981,-0.000000
0.015963,-0.000000
0.018281,-0.000000
0.020600,-0.000000
0.022588,-0.000000
0.024575,-0.000000
0.027225,-0.000000
0.029875,-0.000000
0.032857,-0.000000
0.035838,-0.000000
0.038819,-0.000000
0.041800,-0.000000
0.047763,-0.000000
0.053726,-0.000000
0.059688,-0.000000
0.065651,-0.000000
0.071613,-0.000000
0.077576,-0.000000
0.085526,-0.000000
0.093476,-0.000000
0.102420,-0.000000
0.111364,-0.000000
0.120308,-0.000000
0.129252,-0.000000
0.138195,-0.000000
0.147139,-0.000000
0.156083,-0.000000
0.165027,-0.000000
0.173971,-0.000000
0.182915,-0.000000
0.191859,-0.000000
0.200803,-0.000000
0.209746,-0.000000
0.218690,-0.000000
0.227634,-0.000000
0.236578,-0.000000
0.245522,0.000000
0.254466,0.000000
0.263410,0.000000
0.272354,0.000000
0.281297,0.000000
0.290241,-0.000000
0.299185,-0.000000
0.308129,-0.000000
0.317073,-0.000000
0.326017,-0.000000
0.334961,-0.000000
0.343905,-0.000000
0.352848,-0.000000
0.361792,-0.000000
0.370736,-0.000000
0.379680,-0.000000
0.388624,-0.000000
0.397568,-0.000000
0.406512,-0.000000
0.415456,-0.000000
0.424399,-0.000000
0.433343,-0.000000
0.442287,-0.000000
0.451231,-0.000000
0.460175,-0.000000
0.469119,-0.000000
0.478063,-0.000000
0.487007,-0.000000
0.495950,-0.000000
0.504894,-0.000000
0.513838,-0.000000
0.522782,-0.000000
0.531726,-0.000000
0.540670,-0.000000
0.549614,-0.000000
0.558557,-0.000000
0.567501,-0.000000
0.576445,-0.000000
0.585389,-0.000000
0.594333,-0.000000
0.603277,-0.000000
0.612221,-0.000000
0.621165,-0.000000
0.630108,-0.000000
0.639052,-0.000000
0.647996,-0.000000
0.656940,-0.000000
0.665884,-0.000000
0.674828,-0.000000
0.683772,-0.000000
0.692716,-0.000000
0.701659,-0.000000
0.710603,-0.000000
0.719547,-0.000000
0.728491,-0.000000
0.737435,-0.000000
0.746379,-0.000000
0.755323,-0.000000
0.764267,-0.000000
0.773210,-0.000000
0.782154,-0.000000
0.791098,-0.000000
0.800042,-0.000000
0.808986,-0.000000
0.817930,-0.000000
0.826874,-0.000000
0.835818,-0.000000
0.844761,-0.000000
0.853705,-0.000000
0.862649,-0.000000
0.871593,-0.000000
0.880537,-0.000000
0.889481,-0.000000
0.898425,-0.000000
0.907368,-0.000000
0.916312,-0.000000
0.925256,-0.000000
0.934200,-0.000000
0.943144,-0.000000
0.952088,-0.000000
0.961032,-0.000000
0.969976,-0.000000
0.978919,-0.000000
0.987863,-0.000000
0.996807,-0.000000
1.005751,-0.000000
1.014695,-0.000000
1.023639,-0.000000
1.032583,-0.000000
1.041527,-0.000000
1.050470,-0.000000
1.059414,-0.000000
1.068358,-0.000000
1.077302,-0.000000
1.086246,-0.000000
1.095190,-0.000000
1.104134,-0.000000
1.113078,-0.000000
1.122021,-0.000000
1.130965,-0.000000
1.139909,-0.000000
1.148853,-0.000000
1.157797,-0.000000
1.166741,-0.000000
1.175685,-0.000000
1.184629,-0.000000
1.193572,-0.000000
1.202516,-0.000000
1.211460,-0.000000
1.220404,-0.000000
1.229348,-0.000000
1.238292,-0.000000
1.247236,-0.000000
1.256180,-0.000000
1.265123,-0.000000
1.274067,-0.000000
1.283011,-0.000000
1.291955,-0.000000
1.300899,-0.000000
1.309843,-0.000000
1.318787,-0.000000
1.327730,-0.000000
1.336674,-0.000000
1.345618,-0.000000
1.354562,-0.000000
1.363506,-0.000000
1.372450,-0.000000
1.381394,-0.000000
1.390338,-0.000000
1.399281,-0.000000
1.408225,-0.000000
1.417169,-0.000000
1.426113,-0.000000
1.435057,-0.000000
1.444001,-0.000000
1.452945,-0.000000
1.461889,-0.000000
1.470832,-0.000000
1.479776,-0.000000
1.488720,-0.000000
1.497664,-0.000000
1.506608,-0.000000
1.515552,-0.000000
1.524496,-0.000000
1.533440,-0.000000
1.542383,-0.000000
1.551327,-0.000000
1.560271,-0.000000
1.569215,-0.000000
1.578159,-0.000000
1.587103,-0.000000
1.596047,-0.000000
1.602009,-0.000000
1.607972,-0.000000
1.613934,-0.000000
1.619897,-0.000000
1.625860,-0.000000
1.631822,-0.000000
1.637785,-0.000000
1.643747,-0.000000
1.649710,-0.000000
1.655672,-0.000000
1.661635,-0.000000
1.667598,-0.000000
1.673560,-0.000000
1.679523,-0.000000
1.685485,-0.000000
1.691448,-0.000000
1.697411,-0.000000
1.703373,-0.000000
1.709336,-0.000000
1.715298,-0.000000
1.721261,-0.000000
1.727223,-0.000000
1.733186,-0.000000
1.739149,-0.000000
1.745111,-0.000000
1.751074,-0.000000
1.757036,-0.000000
1.762999,-0.000000
1.768961,-0.000000
1.774924,-0.000000
1.780887,-0.000000
1.786849,-0.000000
1.792812,-0.000000
1.798774,-0.000000
1.804737,-0.000000
1.810700,-0.000000
1.816662,-0.000000
1.822625,-0.000000
1.828587,-0.000000
1.834550,-0.000000
1.840512,-0.000000
1.846475,-0.000000
1.852438,-0.000000
1.858400,-0.000000
1.864363,-0.000000
1.870325,-0.000000
1.877282,-0.000000
1.884238,-0.000000
1.893182,-0.000000
1.902126,-0.000000
1.911070,-0.000000
1.920014,-0.000000
1.928957,-0.000000
1.937901,-0.000000
1.945851,-0.000000
1.953802,-0.000000
1.959764,-0.000000
1.965727,-0.000000
1.971689,-0.000000
1.977652,-0.000000
1.983614,-0.000000
1.989577,-0.000000
1.995540,-0.000000
2.001502,-0.000000
2.007465,-0.000000
2.013427,-0.000000
2.019390,-0.000000
2.025352,-0.000000
2.031315,-0.000000
2.037278,-0.000000
2.043240,-0.000000
2.049203,-0.000000
2.055165,-0.000000
2.061128,-0.000000
2.067091,-0.000000
2.073053,-0.000000
2.076034,-0.000000
2.079016,-0.000000
2.081997,-0.000000
2.084978,-0.000000
2.087960,-0.000000
2.090941,-0.000000
2.093922,-0.000000
2.096903,-0.000000
2.099885,-0.000000
2.102866,-0.000000
2.105847,-0.000000
2.108829,-0.000000
2.111810,-0.000000
2.114791,-0.000000
2.117773,-0.000000
2.120754,-0.000000
2.123735,-0.000000
2.126716,-0.000000
2.129698,-0.000000
2.132679,-0.000000
2.135660,-0.000000
2.138642,-0.000000
2.141623,-0.000000
2.144604,-0.000000
2.147585,-0.000000
2.150567,-0.000000
2.153548,-0.000000
2.156529,-0.000000
2.159511,-0.000000
2.162492,-0.000000
2.165473,-0.000000
2.168454,-0.000000
2.171436,-0.000000
2.174417,-0.000000
2.177398,-0.000000
